"Season","Episode","Character","Line"
"10","2","Kyle","What??
"
"10","2","Stan","Yeah? 
"
"10","2","Butters","Uh hay, Stan. Uh you should come on over. Uh they're havin' a goin'-away party for Kyle.
"
"10","2","Stan","Going away party? What do you mean?
"
"10","2","Butters","Well don't you know? Kyle's movin' away.
"
"10","2","Stan","Moving away?? Kyle can't move away!
"
"10","2","Butters","Well he is.
"
"10","2","Stan","Where's the going-away party?
"
"10","2","Butters","At Cartman's house.
"
"10","2","Cartman","Hey everybody! There's more pop in the refrigerator. Let's make this the best going-away party EVER! 
"
"10","2","Cartman","Who? 
"
"10","2","Cartman","Kyle? Why would I invite Kyle?
"
"10","2","Stan","Kyle? Kyle!
"
"10","2","Stan","What?!
"
"10","2","Cartman","You guys, this is our party. That no-good back-stabbing Jew rat is finally leaving! Come on, everyone! Let's sing! 'Nanana na! Nanana na! Hey hey hey! Goodbye Kyle!
"
"10","2","Stan","Kyle! Du-what is going on?!
"
"10","2","Kyle","My Dad says he can't live here anymore.
"
"10","2","Stan","Mr. Broflovski, please. Kyle's my best friend.
"
"10","2","Stan","Well... Maybe they'll change.
"
"10","2","Stan","Nooo!
"
"10","2","Stan","I will. I will get everyone to drive hybrid cars! I swear it!
"
"10","2","Stan","Come on, people. Come on, people now. 
"
"10","2","Cartman","Dude, what are you doing?
"
"10","2","Stan","I'm writing a song about the importance of hybrid cars, so maybe people will change their ways.
"
"10","2","Cartman","THAT's gay, heh.
"
"10","2","Stan","Well if I have any chance of getting Kyle back, I have to get people to stop driving SUVs!
"
"10","2","Cartman","Why do you want Kyle back?? Don't you see how awesome it is without him?
"
"10","2","Stan","You know, Cartman, you may be stoked now, but I bet you're gonna find that withuot Kyle around to rip on, your life is empty, and hollow.
"
"10","2","Cartman","Psh! Whatever dude. I don't need Kyle to rip on, I've got Butters. Come on, Butters, you stupid Jew! 
"
"10","2","Butters","Yeah! I'm a dumb Jew. 
"
"10","2","Stan","Come on, people. Come on, people now.
"
"10","2","Stan","Come on now, people now people now'
People now, come on now, people now
Got to drive hybrids, people now
People now, people now, people now
Hybrids are for people now, people now
Group of people driving people now
Get a hybrid, be good people now.
"
"10","2","Stan","We have all got to be people now
People-driving-hybrid people now
People now, people now, hybrid now
Hybrid-people-driving people now.
Come on, people, let's be people now
Hybrid-people-driving people now
Come on, everybody be people now
"
"10","2","Randy","I know! It's like ""Earth to America? Hello? This is simple stuff here. Gawl""
"
"10","2","Randy","At least we're smart enough to know better!
"
"10","2","Stan","Come on, everybody be people now
"
"10","2","Stan","Ah, thanks. I was really just trying to make it so my friend can move back here so... if you don't mind, I'm gonna try to get a hold of him now. 
"
"10","2","Stan","Yeah.
"
"10","2","Stan","Ow!
"
"10","2","Stan","What?!
"
"10","2","Stan","Smog? There's never been smog over South Park before.
"
"10","2","Stan","Smug?
"
"10","2","Kyle","So... what do you do for fun?
"
"10","2","Kyle","Oh, no thanks. We don't do that stuff.
"
"10","2","Kyle","Yeah, fine, Dad.
"
"10","2","Kyle","Well... maybe I'll take just half a hit of acid.
"
"10","2","Stan","No, no, I'm asking if there's a listing for Broflovski in San Francisco! They just moved there!
"
"10","2","Cartman","Haha! Take that, Jew boy! I guess you Heebs can't even play video football!
"
"10","2","Butters","Yeah. You're right. 
"
"10","2","Cartman","You know Butters, you make for a lousy Jew.
"
"10","2","Butters","Well I'm sorry. Well it's just that I'm not Jewish, and now th-
"
"10","2","Cartman","No, no! Don't apologize, you asshole!
"
"10","2","Stan","Oh crap, Ranger McFriendly.
"
"10","2","Cartman","Who?
"
"10","2","Cartman","The smug?
"
"10","2","Stan","What is that?
"
"10","2","Stan","George Clooney's acceptance speech?
"
"10","2","Stan","What about San Francisco?
"
"10","2","Randy","Are you trying to tell us the smug from our hybrids is actually gonna kill us all?
"
"10","2","Randy","Yeah. Good going, stupid!
"
"10","2","Randy","Hey, where do you think YOU're going?!
"
"10","2","Stan","I'm gonna try and warn Kyle to get out of San Francisco.
"
"10","2","Randy","Oh no you're not! Your gay little song got us to drive hybrids; you're gonna help us get rid of 'em!
"
"10","2","Butters","Wow, Eric. You sure are a great guy for doing this.
"
"10","2","Cartman","I don't have a choice. Somebody has to get into San Francisco and warn Kyle's family to get out before the storm hits.
"
"10","2","Butters","But... how come we can't just take the bus on into the city?
"
"10","2","Cartman","You don't know San Francisco, Butters.  It was the breeding ground for the hippie movement in the 60s. Those hard-core liberals, lesbian activists, and die hard modern hippies young and old.  I swore I would never set foot in San Francisco. God help me.  All right, Butters, I'll be tethered to you through this cord. It's my only lifeline, so make sure it stays taut. If you stop hearing my voice, for the love of Christ, start reeling me in with all your strength.
"
"10","2","Butters","I will. You're really great for going to warn Kyle, Eric.
"
"10","2","Cartman","I'm not doin' it for Kyle.  I can't believe I'm actually going to walk through San Francisco. Well, here it goes. 
"
"10","2","Stan","Can't somebody else operate this? I can't really reach.
"
"10","2","Cartman","Butters, are you there?!
"
"10","2","Butters","I'm here, Eric.
"
"10","2","Cartman","I've started to enter the smug. I'm about a quarter mile in. Can you give me an EL?
"
"10","2","Butters","You must be nearing Union Square. Did you see a fountain to your left?
"
"10","2","Cartman","Yes. It's just beyond yet another wine and cheese store.
"
"10","2","Butters","Wait, uhh, eh take your next right. You've got to start heading west.
"
"10","2","Cartman","Turning right at O two four niner. 
"
"10","2","Randy","That's it. That's that the last one.
"
"10","2","Cartman","Butters?! Butters, I think I'm here! 2419 Castillo?!
"
"10","2","Butters","That's it! Eric, hurry! Somethin's goin' on out here!
"
"10","2","Cartman","Mr. Broflovski! Mr. Broflovski, there a smug storm! We have to go!
"
"10","2","Cartman","Oh my CHRIST!  Kyle? Kyle!
"
"10","2","Kyle","The acid. Dude, I'm totally tripping balls.
"
"10","2","Cartman","We have to get out of here! Now!  Kyle! Kyle!! 
"
"10","2","Stan","No...
"
"10","2","Randy","I'm sorry, Stan. I'm sorry your gay little song killed your friend.
"
"10","2","Stan","What?
"
"10","2","Stan","Kyle!
"
"10","2","Kyle","Hey Stan.
"
"10","2","Stan","Dude, what happened?? 
"
"10","2","Stan","Dude, I'm so glad you're not dead.
"
"10","2","Randy","Yeah. First off, we're all gonna need new cars.
"
"10","2","Kyle","NO! Hybrid cars are a good thing!
"
"10","2","Kyle","Hybrid cars don't cause smugness, people do.  Look, hybrid cars are important. They may even save our planet one day. What you all need to do is just learn to drive hybrids and not be smug about it.
"
"10","2","Randy","You mean... drive in hybrids... but not act like we're better than everyone else because of it.
"
"10","2","Kyle","Yeah!
"
"10","2","Randy","I'm...  I'm not ready...
"
"10","2","Randy","Perhaps... one day... we can learn to drive hybrids without being smug about it, but for now... the technology is just too much for us.
"
"10","2","Cartman","Well, looks like you're back for good, huh Kyle?
"
"10","2","Kyle","Yeah, I guess so.
"
"10","2","Cartman","We just can't get rid of you, can we, you sneaky Jew rat!
"
"10","2","Kyle","Don't belittle my people, you fucking fatass! 
"
"10","2","Cartman","Ah, that's better. 
"
"10","3","Randy","STAAAN!!
"
"10","3","Stan","What?? What??
"
"10","3","Randy","Get up! Get your shoes on! Gotta get out of here! MOOVE!  Take this!!  We've gotta bring all the water we can!!  Shelly, go get my gun!!
"
"10","3","Randy","JUST GET THE GUN!! 
"
"10","3","Randy","Unh, come on! 
"
"10","3","Stan","Kyle! What the hell is going on this time?!
"
"10","3","Kyle","I have no idea!
"
"10","3","Stan","Dad?  Dad, what the hell is going on?! 
"
"10","3","Randy","A cartoon...! A cartoon is about to air on American television with... with the Muslim prophet Mohammad as a character! 
"
"10","3","Stan","Sso?
"
"10","3","Randy","SO?! Stanley, Mohammad is sacred to the Muslim people.  Ever since those cartoon in Denmark, the rules have changed. Nobody shows an image of Mohammad anymore.
"
"10","3","Randy","Who do you think?! The cartoon that's always pushing buttons with their careless toilet humor! Family Guy!
"
"10","3","Randy","Because Family Guy doesn't care who they insult! They only care about their... precious money!
"
"10","3","Stan","Oh come on, people. You really think anybody's gonna be that pissed off about a cartoon??
"
"10","3","Randy","We stay here through the night, wait it out to see if they do anything. If we're still alive in the morning,  then we'll know we're not dead.
"
"10","3","Randy","We're alive?? We're alive! 
"
"10","3","Randy","Well, it looks like we've dodged a bullet.
"
"10","3","Stan","They censored the image of Mohammad? How?
"
"10","3","Kyle","I TIVO every episode. We can go to my house and see what they did.
"
"10","3","Kyle","Okay you guys, check it out. 
"
"10","3","Cartman","You TIVO every episode of Family Guy?
"
"10","3","Kyle","Dude, it's a good show.
"
"10","3","Stan","Yeah, lots of people like Family Guy.
"
"10","3","Cartman","Yich. 
"
"10","3","Kyle","Hehaha, heh.
"
"10","3","Cartman","Yich.
"
"10","3","Kyle","That's it? That's all they did?
"
"10","3","Cartman","Oh man, that's not cool! Seriously, that is not cool.
"
"10","3","Stan","What? What's the big deal?
"
"10","3","Cartman","What's the big deal? You guys, they just made fun of the religion of an entire group of people.  What, you guys think that's okay?! Do you care at all about people's feelings?!
"
"10","3","Kyle","Since when you care about being sensitive to people's religion, Cartman?!
"
"10","3","Stan","Yeah, you rip on people's religion all the time!
"
"10","3","Cartman","That's different! I'm just a little boy! That's a cartoon! Millions of people watch it! How would you feel, Kyle, if there was a cartoon on television that made fun of Jews all the time?! Huh?!
"
"10","3","Kyle","Uhhh...
"
"10","3","Cartman","I'm telling you guys, it's wrong! It's WRONG!!  It's wrong! 
"
"10","3","Kyle","Dad, Dad, Jesus Christ!
"
"10","3","Kyle","Mom, it was nothing. Mohammad just stood there and then drank some tea.
"
"10","3","Kyle","No, Muslims can't show an image of Mohammad.
"
"10","3","Cartman","Yeah, Kyle. Maybe you think this is funny, but the rest of us don't.
"
"10","3","Cartman","Mrs. Garrison, that is ignorant and racist! Muslims are mad because of Family Guy, not because they can't jack off! Right, Wendy?
"
"10","3","Stan","The hell's going on now?!
"
"10","3","Cartman","What?
"
"10","3","Randy","FAMILY GUY!!!  I DAMN YOU TO HELL!!!
"
"10","3","Cartman","Goddamned Family Guy! Now they're just provoking people! It's like they want a holy war!
"
"10","3","Stan","Does this mean we don't have school all week?
"
"10","3","Cartman","You guys, this is serious! We have to do something!
"
"10","3","Cartman","We have to go to the FOX network in L.A. We have to go and... try to get that episode pulled. You guys with me?
"
"10","3","Stan","Dude, we can't go anywhere. They've shut down the airports and the buses.
"
"10","3","Cartman","Then we'll ride our Big Wheels.
"
"10","3","Stan","To Los Angeles?
"
"10","3","Cartman","If that's what it takes, yes! We have to talk to the network! The Family Guy writers aren't gonna back down!
"
"10","3","Kyle","Well good for them. They shouldn't! The writers are standing up and saying they aren't going to be intimidated!
"
"10","3","Cartman","Intimidated?! Is that what you think this is about, Kyle?
"
"10","3","Kyle","All right dude, what the hell has gotten into you?! I don't trust for one second that your sudden concern for the Muslim people is real!
"
"10","3","Cartman","All right, fine, Kyle. Forget the Muslim faith for a minute. People can get hurt. If ten people die because Family Guy just had to have their little joke, will you still think it's funny?  What if a hundred people died? Will it be funny then, Kyle?  I'm going to Los Angeles. I'm gonna do whatever I can to get that episode pulled before this gets out of hand. Somebody has to speak for the Muslim people. Somebody has to speak for what's right. 
"
"10","3","Kyle","Dad? Are you sure there's time?
"
"10","3","Kyle","No!
"
"10","3","Kyle","Ike? Iiike!  Ike! 
"
"10","3","Kyle","Ike!  This way!  Iiike! 
"
"10","3","Kyle","Nooooo! 
"
"10","3","Cartman","Come to try and stop me?!  It isn't gonna work. 
"
"10","3","Kyle","I didn't come to stop you. I... I think you're right, Cartman. I want to help you get the Family Guy episode pulled.
"
"10","3","Cartman","Yeah well, I don't need a partner on this.  Especially one who doesn't trust me. 
"
"10","3","Kyle","Look, Cartman, I don't know what's gotten into you, but... I I think it's pretty amazing. And I think it's real. You have to understand why I didn't believe you before.
"
"10","3","Cartman","Yeah. I do understand, Kyle. I've been doing the wrong things for a long time. Doing things for my own selfish reasons. I just wanna do something right, you know? Just this one time.
"
"10","3","Kyle","It's a long trip, dude. You're gonna need help. We can try and get the episode pulled together.
"
"10","3","Cartman","You know we might not even make it into the studio.
"
"10","3","Kyle","I know. But just like you, I feel like I have to try. People can really get hurt, and a joke just isn't worth that.
"
"10","3","Cartman","So what made you change your mind?
"
"10","3","Kyle","I got some sound advice... from an old friend. 
"
"10","3","Cartman","Well Kyle, we'd better get going.
"
"10","3","Kyle","Yeah! 
"
"10","3","Cartman","Are you set?
"
"10","3","Kyle","I'm set! Let's do this!
"
"10","3","Cartman","All right, let's roll! 
"
"10","3","Randy","Well what are we gonna do, Mayor?! Part 2 of the Family Guy episode airs in six days!
"
"10","3","Randy","I like the sand idea.
"
"10","3","Kyle","We got six days to make it to Los Angeles. If we keep our stops to a minimum, we should be able to get the episode pulled just in time.
"
"10","3","Cartman","Yes, and in just a few weeks from now, Family Guy will be off the air forever.
"
"10","3","Kyle","Off the air? But... we're just going to try to get the Mohammad episode pulled.
"
"10","3","Cartman","It's simple television economics, Kyle. All it takes to kill a show forever is get one episode pulled. If we convince the network to pull this episode for the sake of Muslims, then the Catholics can demand a show they don't like get pulled. And then people with disabilities can demand another show get pulled. And so on and so on, until Family Guy is no more! It's exactly what happened to Laverne & Shirley.
"
"10","3","Kyle","Whoa whoa wait a minute!  This isn't what I signed up for! I like Family Guy. Why do we have to get it off the air forever?
"
"10","3","Cartman","Because they made f-fun of Muslims, and and that's wrong.
"
"10","3","Kyle","But that doesn't mean it has to go off the air. You should like that show. Your sense of humor is just like Family Guy.
"
"10","3","Cartman","Don't you EVER, EVER, compare me to Family Guy! You hear me Kyle??!! Compare me to Family Guy again, and so help me I will kill you where you stand! 
"
"10","3","Kyle","You unbelievable son of a bitch. You never cared about the Muslim religion. Or the safety of people in America. You just want Family Guy off the air!
"
"10","3","Cartman","Do you have any idea what it's like?! Everywhere I go, ""Hey Cartman, you must like Family Guy, right?"" ""Hey, your sense of humor reminds me of Family Guy, Cartman.""  I am NOTHING like Family Guy! When I make jokes, they are inherent to a story! Deep, situational and emotional jokes based on what is relevant and has a POINT! Not just one interchangeable joke after another!!
"
"10","3","Kyle","What are you talking about?!
"
"10","3","Cartman","YOU DON'T UNDERSTAND!
"
"10","3","Kyle","I can't believe I let you scare me into taking your side. You used fear to make me stop believing in free speech.
"
"10","3","Cartman","Well... I guess you won't be helping me now. No biggie. I don't NEED you to get the episode pulled! 
"
"10","3","Kyle","No!  I am NOT letting you go to that television studio and pretend... to care about safety and sensitivity to get a show you don't like off the air!
"
"10","3","Cartman","Well then Kyle, I guess we- ...Oh my God, is that Tim McGraw?
"
"10","3","Kyle","What?  CARTMAN! 
"
"10","3","Cartman","Kyle, stop it!
"
"10","3","Cartman","Holy Crap! 
"
"10","3","Kyle","Ahhh!
"
"10","3","Stan","Dad, I don't wanna bury my head in the sand.
"
"10","3","Randy","It's the best say, Stanley. Did you eat your Fruit Roll-Up?
"
"10","3","Stan","Yeah.
"
"10","3","Randy","All right, make sure your snorkel is working.  All right, now get your head in the hole.
"
"10","3","Stan","Dad, this is stupid.
"
"10","3","Randy","Stanley, there's no time for your immaturity! Do it!  All right Sharon, now do me. 
"
"10","3","Kyle","No!  AAAAH!  AAAAH! 
"
"10","3","Cartman","Hahahaha! So long, Kyle!
"
"10","3","Kyle","You son of a bitch! I won't let you win! You hear me?!
"
"10","3","Cartman","Suck mah balls, Kyle! 
"
"10","3","Cartman","This... explains everything.
"
"10","3","Cartman","Kyle, quit it! Stop it, Kyle!
"
"10","4","Cartman","I'm gonna do whatever I can... to get that episode pulled before this gets out of hand.
"
"10","4","Kyle","You just want Family Guy off the air...
"
"10","4","Cartman","Kyle, stop it!
"
"10","4","Cartman","So long, Kyle!
"
"10","4","Kyle","You son of a bitch! I won't let you win!
"
"10","4","Cartman","Ma'am, I need to speak to the president of this network right away.
"
"10","4","Cartman","It's regarding Family Guy. I demand that the Mohammad episode be pulled before it airs tonight! It's incendiary, it's offensive to Muslims, and people can get hurt! It's wrong! It's WROOONG!
"
"10","4","Cartman","Dude, can I go before you?
"
"10","4","Kyle","What the hell is going on?  Hello?  Excuse me, I need to get to Los Angeles.  Hello?! 
"
"10","4","Kyle","Who?
"
"10","4","Cartman","So... you don't like Family Guy either, huh?
"
"10","4","Cartman","So what's your plan? You're gonna ask the president of the network nicely to take it off the air?
"
"10","4","Cartman","Look, kid, if you hate a TV show, all you have to do is get an episode pulled. Pretty soon the show is compromised and it goes off the air.
"
"10","4","Cartman","Yes. So my plan is to use this whole Mohammad thing as a way to scare the network into pulling tonight's show. I'm going to use fear to get them to do what I want.
"
"10","4","Cartman","...No, it isn't like terrorism. It IS terrorism.
"
"10","4","Cartman","This is manipulation at its highest lever; you should let me handle this.
"
"10","4","Cartman","Really? What's the worst thing you've ever done?
"
"10","4","Cartman","Wow, that's pretty hardcore. Geez. That's like this one time, when I didn't like a kid, so I ground his parents up into chili and fed it to him.
"
"10","4","Cartman","Seeya.
"
"10","4","Cartman","Hello, gentlemen, ladies. My name is little Danny Pocket. And I won't take much of your time. Please excuse my tiny crutch; it's the only way I can get around these days. Ow...
"
"10","4","Cartman","You see, my father worked for a newspaper in my native country of Denmark. His newspaper showed an image of Mohammad and, two days later, terrorists suicides bombed his building. I was in the lobby when it happened.  First one terrorist suicide bombed us and, then dozens more. They just kept coming. Suicide bombers running in the building and blowing up one after another! They were like Mexican jumping beans. I just don't wanna see people here at your studio getting hurt, because... that would be, of course, your responsibility.  Ow..
"
"10","4","Cartman","I'll certainly do my best.  Ow.
"
"10","4","Cartman","Yes, and then Family Guy is as good as dead.
"
"10","4","Cartman","I I said ""thank you."" Thank you for listening. 
"
"10","4","Kyle","Thanks a lot for the ride.
"
"10","4","Kyle","I'll do everything I can.
"
"10","4","Kyle","Excuse me.  Do you know which way the network president's office is?
"
"10","4","Kyle","Look, my fat bastard friend is trying to trick the network into getting Family Guy off the air.
"
"10","4","Kyle","Oh thanks, dude.
"
"10","4","Kyle","Hello? This can't be right, I-  Ow!
"
"10","4","Cartman","It won't take long, sir.  Ow...
"
"10","4","Cartman","Yes, I'm totally excited. Family Guy is so funny.
"
"10","4","Cartman","Wha?  What are they?
"
"10","4","Cartman","Family Guy is written by manatees?  Of course, it all makes sense now.
"
"10","4","Cartman","Waitwaitaminute waitaminute. These... manatees demanded that Mohammad be shown? How? Manatees don't talk!
"
"10","4","Cartman","Oh... yes, yes. Um  hello, manatees. I, I think you should allow the network to pull your episode with Mohammad. See, I'm the victim of a, a terrorist attack and... terrorists might come after you if you-
"
"10","4","Cartman","Why not?
"
"10","4","Cartman","Son of a bitch.
"
"10","4","Kyle","Let me out of here, kid! Why are you doing this?
"
"10","4","Cartman","Well well well! 
"
"10","4","Kyle","Cartman!
"
"10","4","Cartman","Hello, Kyle. Looks like you've run into a little snag in your plan as well.
"
"10","4","Kyle","You fat sun of a bitch!
"
"10","4","Cartman","You came so close to stopping me, didn't you, Kyle. There was just one thing you didn't count on: that more people besides me hate Family Guy.
"
"10","4","Kyle","Well, a lot of people like Family Guy too! Who are you to decide it shouldn't be on the air?!
"
"10","4","Cartman","Not yet! But I've come up with a new plan. I've learned how to make the Family Guy writing staff stop working! As soon as everyone goes on their lunch break, I can sneak back in.
"
"10","4","Kyle","Cartman, let me out of this stupid net!!
"
"10","4","Cartman","Good, Kyle! That's good anger you're showin' there! See that?! That's emotional character development based on what's happening in the storyline! Not at all like Family Guy. Now, if you'll excuse me, Kyle,  I've got some idea balls to remove from a manatee tank.
"
